ML01	-1.604656289	101.1248861
ML02	-1.632753851	101.1266044
ML03	-1.619659843	101.1291332
ML04	-1.634140956	101.1314843
ML05	-1.608554297	101.1236054
ML06	-1.635350219	101.1419969
ML07	-1.602033727	101.1341729
ML08	-1.607839419	101.1414110
ML09	-1.618465946	101.1381340
ML10	-1.615043050	101.1261547
ML11	-1.622935592	101.1433943
ML12	-1.596822655	101.1288580
ML13	-1.613445886	101.1318040
ML14	-1.627274934	101.1351875
ML15	-1.597368889	101.1511297
