738774.271	9818376.366	807.58
738993.945	9818808.136	999.13
739280.48	9819081.653	695.14
737908.251	9818324.312	757.1
738611.46	9818593.489	819.14
738713.817	9818591.642	897.36
738449.27	9818550.005	906.76
738118.02	9817969.875	575.53
738058.21	9817945.162	778.36
738824.197	9818473.747	1015.67
737913.481	9818136.394	987.23
738606.732	9818409.319	614.66
738387.49	9818379.568	600.64
738210.101	9818526.978	1033.89
738413.19	9818690.705	876.28
738336.936	9818537.538	685.83
738504.391	9818426.031	873.88
737985.856	9818045.474	715.19
738489.054	9818479.195	748.1
738273.694	9818696.274	1135.76
738341.317	9818397.89	966.01
738497.033	9818321.934	909.46
738459.566	9818020.675	567.25
738192.213	9818734.698	1110.47
736988.149	9818520.795	460.97
737588.807	9818613.563	830.72
738640.256	9818417.955	920.95
738844.039	9818387.075	765.4
738011.488	9818302.777	894.62
738534.287	9818425.191	723.19
738444.641	9818457.696	741.27
738383.983	9818492.713	783.93
737852.064	9818304.264	787.74
738771.158	9818847.375	899.36
738647.581	9818491.203	776.59
739076.882	9818436.4	727.23
738346.79	9818436.84	783.2
738391.131	9818401.465	744
736032.024	9818070.08	-134.85
739113.642	9818918.506	963.66
738764.146	9818224.709	918.23
737898.092	9818140.492	697.6
738162.923	9818449.149	896.66
737736.169	9818344.384	726.98
738562.226	9818300.959	870.83
738024.198	9818332.805	900.37
739418.43	9818475.564	539.76
738627.46	9818308.499	1003.23
739652.391	9818714.384	368.91
738049.46	9818235.165	1061.51
737577.345	9818064.449	805.6
738406.027	9817927.047	455.97
738006.205	9818442.304	771.69
739411.361	9818640.402	630.64
738832.668	9817925.659	853.82
738562.39	9818454.406	652.08
738049.472	9818246.414	680.45
738504.417	9818450.066	836.5
738534.37	9818502.607	663.91
738429.618	9817962.749	765.32
738291.35	9818262.26	869.27
738562.331	9818398.693	794.42
738277.005	9818399.861	743.87
737362.633	9818032.271	534.48
738959.924	9818336.878	558.69
738431.889	9818388.004	903.31
739101.304	9818395.138	784.33
738564.116	9818371.271	774.1
738241.724	9818444.231	913.2
738109.336	9818321.022	758.56
738473.587	9818421.109	746.64
738280.529	9818312.2	937.56
737778.675	9818290.782	735.58
739174.642	9818372.042	841.49
737928.994	9818236.622	876.7
738930.255	9818538.871	700.51
737513.084	9818112.975	632.6
738422.896	9818451.282	636.37
738901.043	9818327.44	972.27
738306.946	9818450.599	924.75
738647.505	9818420.203	762.27
738621.003	9818203.803	873.97
738353.983	9818387.114	772.55
738447.245	9818352.825	894.34
738558.833	9818510.212	738.36
738613.892	9818329.562	878.98
738477.238	9818441.91	806.42
738451.815	9818390.217	617.33
738480.07	9818550.481	760
738162.942	9818467.178	810.85
738987.507	9818710.674	847.84
738021.563	9818408.685	801.19
736775.663	9818028.949	-53
738514.729	9818777.391	839.06
738390.329	9818494.476	678.49
737036.572	9818065.514	193.7
737637.808	9817846.619	398.79
