737263.739	9817888.663	13.39
739474.39	9818294.038	685.55
737722.914	9817816.42	249.09
737417.44	9818458.938	781.16
738032.592	9818552.619	763.73
737702.985	9818654.311	850.93
737717.328	9818514.719	921.02
738582.28	9818411.624	851.21
738465.816	9818773.561	920.95
738489.673	9818216	751.59
738391.193	9818459.634	881.8
738828.007	9818642.632	801.85
738462.723	9818420.7	755.9
738643.097	9818535.053	761.03
738652.949	9818431.668	674.68
738223.539	9818384.511	997.03
737436.452	9818448.919	912.4
738651.632	9818885.719	1047.42
738692.082	9818595.404	948.19
738266.267	9818527.571	897.87
736893.501	9818109.678	106.47
738387.731	9818604.69	740.2
738246.298	9818485.373	750.22
738568.088	9818692.331	944.39
738183.539	9818253.648	757.59
739088.029	9818689.086	908.43
738325.144	9818522.785	872.66
738738.122	9818452.89	728.95
737637.23	9818159.055	891.29
738407.319	9818291.248	959.51
738393.916	9818455.671	664.99
737673.845	9818519.212	1230.52
738374.853	9818417.432	820.98
738093.201	9818481.864	881.82
737653.265	9818749.575	870.53
738182.076	9818570.942	768.64
738503.808	9818723.072	742.05
738354.893	9818394.668	795.01
737901.507	9817951.414	847.97
737079.236	9818148.69	488.7
738565.962	9818401.078	737.45
738171.833	9818319.241	840.13
737829.768	9818626.689	897.47
738924.179	9818789.263	887.64
737622.456	9818739.289	1038.24
738603.276	9818570.535	701.12
739234.718	9818644.143	932.49
738602.525	9818710.733	972.02
738855.129	9818598.149	561.81
737671.3	9818678.9	829.93
738262.178	9818097.761	554.41
739534.639	9818725.915	905.06
738198.873	9818186.957	851.9
738585.38	9818769.728	962.7
739046.51	9818833.741	936.34
738057.484	9818109.107	717.59
738638.404	9818382.495	815.95
738192.838	9818476.559	847.59
737463.596	9818425.121	720.14
737989.682	9818239.599	659.89
736320.703	9817803.739	-279.08
737228.136	9818476.163	567.22
737635.936	9818646.341	787.34
738619.49	9818483.789	741.59
738980.702	9818281.794	612.63
738775.969	9818267.889	662.99
738263.308	9818300.959	862.31
738710.725	9818242.033	935.95
738487.049	9818301.592	892.63
738511.679	9818464.781	948.38
738637.409	9818295.856	773.37
738312.916	9818101.876	854.12
738662.732	9818254.97	829.45
738384.609	9818226.145	887.67
739330.26	9818193.848	731.49
736638.689	9817851.36	-327.4
738176.538	9818482.218	902.76
738112.918	9818278.014	657.61
738704.749	9818585.027	831.22
738007.773	9818211.85	852.44
738438.062	9818238.432	936.95
738145.577	9818330.971	797.81
736826.921	9817685.468	-244.54
738682.859	9818443.548	852.29
738540.529	9818339.374	777.38
738051.577	9818517.647	921.42
738540.576	9818383.131	671.25
738610.339	9818399.294	1014.48
738911.394	9818690.005	862.76
738457.447	9818577.339	867.78
738561.162	9818150.1	712.2
738463.492	9818297.437	826.42
738450.829	9818311.077	798.1
738485.163	9818234.212	603.16
738440.954	9818402.971	725.37
738664.096	9818685.415	618.75
738474.655	9818576.469	898.03
738606.393	9818094.283	617.07
739578.781	9819335.425	726.38
738458.265	9818488.386	780.05
738498.128	9818502.645	758.02
739071.593	9818569.159	628.4
737878.633	9818585.203	728.61
739000.761	9818407.535	-4.95
737557.294	9817946.042	309.68
738871.226	9818402.089	485.8
739471.27	9818756.223	1046.39
737936.501	9818480.981	662.25
736543.701	9817966.847	283.82
738389.393	9818462.014	880.55
738133.059	9818480.395	834.31
738263.564	9818539.829	900.6
738445.545	9818459.465	757.37
738445.539	9818454.167	703.64
738328.647	9818416.353	733.98
738460.95	9818460.046	728.16
738469.167	9818524.599	801.48
738303.527	9818636.392	1116.06
738753.42	9818352.906	815.82
738300.796	9818632.501	951.72
738522.473	9818389.577	797.6
738932.937	9818507.687	590.99
738476.279	9818399.006	689.15
737971.514	9818195.364	791.4
738497.597	9818007.749	545.5
738376.626	9818389.357	639.08
737782.442	9818420.234	912.19
738795.363	9818613.998	941.31
738250.718	9818382.336	969.6
738375.813	9818472.226	703.43
738234.813	9817916.204	406.88
738179.121	9818348.257	780.47
738571.443	9818447.207	862.16
738098.444	9818294.466	432.21
738033.549	9818604.726	1016.93
738312.308	9818385.953	954.08
738675.832	9818648.547	808.51
738555.046	9818363.095	674.75
738399.97	9818195.369	712.45
739454.654	9818468.977	490.68
738513.276	9818262.287	782.77
738535.327	9818554.304	842.3
738917.14	9818982.56	1312.67
738968.172	9818419.593	667.19
738728.111	9818406.799	428.98
738291.776	9818659.865	833.3
738669.318	9818489.875	815.88
738411.388	9818701.912	857.46
738458.248	9818473.111	743.7
738345.87	9818429.442	874.61
737978.612	9818899.988	1031.77
738584.126	9818451.341	698.38
738260.007	9818606.087	952.01
738119.124	9818158.561	747.36
738421.962	9818431.794	638.75
737643.58	9818164.18	842.44
739156.054	9818776.317	843.77
738041.263	9819042.783	1132.28
739035.312	9818522.698	625.57
738150.75	9818079.22	542.7
738261.814	9817758.911	515.55
737121.474	9818689.363	737.97
738887.241	9818131.013	692.45
738344.086	9818447.307	809.51
738243.484	9818393.935	759.85
738220.983	9818533.647	796.67
738585.263	9818661.254	978.91
738297.825	9818394.375	723.78
738463.855	9818636.508	868.75
738382.555	9818002.773	621.22
738455.076	9818058.309	583.94
738680.991	9818393.754	691.05
738065.91	9818368.708	928.84
738550.65	9818488.199	823.77
737651.091	9817570.736	559.05
738469.968	9818419.984	682.48
737429.412	9818642.115	810.94
738434.673	9818451.59	746.89
739488.168	9818468.3	393.67
738518.062	9818500.655	676.6
738552.388	9818417.12	815.15
737779.52	9818227.601	817.65
738118.256	9818190.351	802.64
738239.907	9818441.689	866.95
736329.749	9817800.777	69.07
738594.047	9818402.784	766.62
738561.335	9818310.76	799.05
739043.73	9818773.871	579.17
739915.902	9818639.737	269.54
737676.141	9818126.749	654.17
738269.646	9818294.271	649.65
738665.459	9818265.287	534.58
738623.239	9818596.363	1002.92
738797.171	9818608.001	697.92
739404.023	9818554.278	605.52
739663.516	9818957.669	406.43
738925.028	9818740.495	496.23
737321.056	9818122.782	540.33
738012.513	9818407.423	773.16
737950.988	9818475.336	939.44
737670.915	9818318.704	636.67
738935.815	9818658.533	600.34
738841.259	9818337.481	410.9
738536.066	9818402.028	904.46
736587.537	9818304.64	151.88
739629.89	9818854.152	695.51
739018.275	9818682.236	596.07
738410.875	9818223.629	724.33
738200.036	9818431.456	693.23
739100.296	9818306.453	953.47
738295.124	9818408.646	724.99
737809.418	9818238.066	607.53
739097.083	9818683.579	461.07
738986.686	9818795.888	633.12
737575.916	9818424.923	781.21
737801.577	9818525.302	521.38
739011.147	9818792.444	636.68
738995.568	9818629.943	1032.57
738403.171	9818647.523	609.11
736628.988	9818095.536	-21.05
738721.985	9818610.581	635.19
738410.129	9818378.637	844.24
738309.628	9818419.459	739.17
738169.269	9818461.265	914.8
738221.902	9818550.437	751.38
738098.54	9818384.103	570.16
738296.018	9818391.247	696.75
738446.38	9818387.192	689.86
738801.679	9818587.533	822.9
738044.091	9818293.794	826.13
738667.502	9818488.804	714.67
738775.366	9818546.326	707.62
739297.108	9818530.845	452.73
736634.797	9817594.477	-738.38
737816.137	9818589.086	705.8
737874.785	9818370.306	514.71
738490.892	9818511.624	804.2
738422.894	9818449.18	807.87
738459.232	9818549.154	941.95
738739.077	9818502.299	822.64
737895.37	9818134.644	545.82
738887.503	9818374.684	579.68
738535.271	9818501.522	663.22
738724.835	9818735.732	660.14
739125.476	9818983.001	621.91
737845.175	9818638.309	1030.23
738937.663	9818689.8	711.26
738632.957	9818368.432	641.29
737873.987	9818476.967	734.21
738766.908	9818268.065	579.52
737538.444	9818107.163	426.32
738215.409	9818401.144	799.74
737146.216	9818102.55	308.22
737106.913	9818624.064	330.44
738308.825	9818510.989	833.55
738502.512	9818366.238	773.33
738597.536	9818283.633	588.8
739791.965	9818790.499	501.64
738427.385	9818412.973	787.23
737903.706	9818310.204	916.64
739040.009	9818677.7	916.89
740530.539	9819082.433	112.01
739132.144	9818443.873	666.51
739408.578	9818588.286	634.77
736700.349	9817910.358	40.31
737043.944	9818183.016	399.51
739260.306	9818849.295	914.38
738662.156	9818568.824	736.45
737412.198	9818647.631	735.02
738486.163	9818326.691	758.42
738529.706	9818377.712	675.01
738142.943	9818407.593	820.03
737588.758	9818567.771	856.04
738996.255	9818430.226	730.76
738463.547	9818348.925	800.36
739465.707	9818645.056	158.54
738432.857	9818450.729	792.5
737604.757	9818290.039	738.33
738061.458	9818441.913	875.9
738163.919	9818537.038	902.07
738444.451	9818280.457	738.86
737994.526	9818533.226	889
737665.599	9818426.851	725.8
737631.045	9818308.394	453.87
738372.219	9818505.103	732.07
738766.721	9818934.286	973.07
739297.374	9818779.074	694.67
738489.937	9818461.983	715.83
738319.807	9818621.84	773
739106.264	9818805.859	893.97
738314.387	9818632.476	866.26
738376.032	9818676.576	850.9
738421.438	9818784.537	849.22
738531.048	9818788.589	903.23
737419.795	9818121.293	172.04
738554.24	9818451.617	527.16
738677.511	9818521.555	741.41
738374.036	9818507.656	1020.12
738392.222	9818567.697	824.53
738005.239	9818381.659	1071.81
737954.801	9818658.289	874.87
738358.598	9818465.763	661.28
738699.195	9818470.685	674.55
739063.713	9818818.37	747.17
738572.478	9818561.454	714.06
738588.179	9818847.494	956.62
738214.44	9818348.628	793.3
739244.993	9818924.792	731.47
738578.937	9818678.493	903.05
739231.451	9818969.99	756.78
738088.313	9818147.356	763.33
738636.753	9818524.718	611.67
738783.295	9818342.299	629.21
738952.014	9818558.425	844.49
740110.876	9818841.114	101.38
738539.82	9818518.96	676.42
739237.368	9818572.41	689.26
738409.155	9818310.746	655.21
736438.296	9817656.218	-17.27
738403.833	9818413.308	956.72
738242.489	9818317.24	735.11
738782.836	9818754.65	865.29
738439.038	9818297.662	713.95
738871.348	9818515.916	585.38
738369.384	9818393.303	742.68
738553.266	9818383.969	718.78
738338.913	9818699.335	1046.38
738492.566	9818380.429	632.56
737955.399	9818363.926	550.79
738902.258	9818619.668	626.61
738443.727	9818446.172	770.43
738842.353	9818506.667	588.26
738528.013	9818490.657	764.26
738792.666	9818631.709	728.18
738731.031	9818597.685	626.32
738576.544	9818138.315	694.48
738493.587	9818492.242	708.24
738632.286	9818583.512	814.7
738035.108	9818365.854	733.3
738549.765	9818503.287	786.25
738640.186	9818353.182	724.26
738519.732	9818376.451	796.87
738404.722	9818401.771	632.38
738133.07	9818490.858	769.16
738396.587	9818414.201	731.8
738515.28	9818439.768	797.99
738657.645	9818586.161	671.94
738236.218	9818385.559	788.72
738436.506	9818479.55	712.74
738716.183	9818265.642	732.59
738027.899	9818400.803	883.23
738423.745	9818402.148	735.93
738526.818	9818217.056	528.51
738443.691	9818411.85	797.12
738498.987	9818452.107	848.49
738479.957	9818445.635	734.53
738507.945	9818356.886	788.98
737975.199	9818248.607	747.47
738398.37	9818384.412	844.66
738526.157	9818452.167	752.11
738442.704	9818343.251	739.37
738616.656	9818374.477	839.38
738804.178	9818385.282	634.68
738372.995	9818377.028	778.29
738961.854	9818444.155	789.21
738287.261	9818674.68	831.44
738725.131	9818161.483	582.34
738419.158	9818348.917	688.3
738381.199	9818429.382	898.7
738426.487	9818427.077	852.85
738486.3	9818454.51	721.09
738419.705	9818008.629	571.99
737988.906	9818357.254	838.57
738353.078	9818383.41	703.58
738249.827	9818402.578	785.64
738425.538	9818382.37	785.17
738136.998	9817928.929	569.04
738422.107	9818566.393	808.63
736930.927	9821813.12	403.19
736696.151	9821649.456	310.2
738512.928	9818789.084	939.23
739564.635	9818818.053	613.02
738938.998	9818253.844	302.24
738857.713	9818475.006	853.76
738251.531	9818299.721	521.62
738608.887	9817887.784	430.67
738076.586	9818183.206	766.93
738247.362	9818637.58	858.07
738704.037	9818762.278	911.15
738244.327	9818338.796	706.72
738463.314	9818131.49	637.37
738359.378	9818352.809	776.46
738023.28	9818317.951	719.5
737562.818	9818031.846	786.15
