731464.286	9822488.095	6352.273
737252.976	9820657.738	-1161.932
746940.476	9814988.095	5897.727
742773.81	9814511.905	-1375
737104.167	9818187.5	1139.205
742282.738	9819526.786	-1446.023
737922.619	9811029.762	4221.591
737029.762	9826029.762	5244.318
736791.667	9826208.333	301.136
738473.214	9822354.167	31.25
739782.738	9818008.929	258.523
737684.524	9822220.238	414.773
739075.893	9818730.655	1487.216
740184.524	9819363.095	3767.045
736494.048	9814005.952	5187.5
737435.268	9820408.482	-1293.324
742565.476	9822577.381	642.045
734991.071	9819973.214	1622.159
742863.095	9818648.81	-1744.318
734291.667	9821029.762	1437.5
737974.702	9822272.321	-1140.625
741122.024	9819645.833	-1957.386
734425.595	9823306.548	-1048.295
732252.976	9820687.5	3610.795
735422.619	9819125	4619.318
735705.357	9824139.881	-1076.705
740407.738	9818931.548	-1985.795
735973.214	9818247.024	-1985.795
738197.917	9818641.369	776.989
735005.952	9811029.762	-721.591
740764.881	9818782.738	-1502.841
740794.643	9820657.738	-1900.568
735556.548	9818842.262	-1531.25
737312.5	9817473.214	-1985.795
739931.548	9818604.167	-1957.386
741419.643	9819050.595	-1247.159
736043.899	9819493.304	212.358
