2719;-1.64321658;101.14106520;738205.357;9818247.024;1650.568;-1650.568;2023;1;3;3;43;21.021780;0.015958
2720;-1.63835998;101.15335960;739574.405;9818782.738;1650.568;-1650.568;2023;1;3;3;52;5.731807;0.022633
2721;-1.63238701;101.14045210;738138.393;9819444.940;1160.511;-1160.511;2023;1;3;3;52;21.034483;0.020382
2722;-1.63918709;101.13491100;737520.833;9818693.452;1053.977;-1053.977;2023;1;3;3;52;34.757351;0.017506
2723;-1.63475149;101.13102930;737089.286;9819184.524;812.500;-812.500;2023;1;3;4;2;20.455869;0.004129
2724;-1.63574468;101.14580330;738733.631;9819072.917;805.398;-805.398;2023;1;4;20;11;39.395422;0.022281
2725;-1.64368393;101.14434110;738569.940;9818194.940;294.034;-294.034;2023;1;4;20;16;15.547550;0.019556
2726;-1.64287916;101.14206750;738316.964;9818284.226;1160.511;-1160.511;2023;1;4;20;17;9.676774;0.015077
2727;-1.64536570;101.14427610;738562.500;9818008.929;1650.568;-1650.568;2023;1;4;20;18;22.724124;0.017797
2728;-1.60493647;101.08046230;731464.286;9822488.095;6352.273;-6352.273;2023;1;7;1;45;57.308832;0.060961
2729;-1.65762552;101.12864710;736821.429;9816654.762;1352.273;-1352.273;2023;1;11;13;28;50.442551;0.028606
2730;-1.62143069;101.13248590;737252.976;9820657.738;-1161.932;1161.932;2023;1;13;11;1;29.447445;0.000639
2731;-1.67259240;101.21957320;746940.476;9814988.095;5897.727;-5897.727;2023;1;14;3;46;48.632560;0.074579
2732;-1.67693971;101.18214510;742773.810;9814511.905;-1375.000;1375.000;2023;1;16;16;17;35.839354;0.058077
2733;-1.64376538;101.13117250;737104.167;9818187.500;1139.205;-1139.205;2023;1;20;13;29;11.092381;0.006436
2734;-1.64383257;101.13123940;737111.607;9818180.060;862.216;-862.216;2023;1;20;18;30;0.360447;0.016531
2735;-1.64141677;101.12575540;736501.488;9818447.917;1075.284;-1075.284;2023;1;20;19;10;25.467541;0.017691
2736;-1.63736286;101.14232900;738346.726;9818894.345;578.125;-578.125;2023;1;20;19;10;36.461839;0.028672
2737;-1.63736545;101.13992260;738078.869;9818894.345;634.943;-634.943;2023;1;20;19;11;19.437870;0.013532
2738;-1.63709896;101.13751580;737811.012;9818924.107;1330.966;-1330.966;2023;1;20;19;11;38.489147;0.002688
2739;-1.63571281;101.14416550;738551.339;9819076.637;489.347;-489.347;2023;1;20;19;11;46.853540;0.030645
2740;-1.63642541;101.13831730;737900.298;9818998.512;663.352;-663.352;2023;1;20;19;12;2.081854;0.038031
2741;-1.63683017;101.13724820;737781.250;9818953.869;1217.330;-1217.330;2023;1;20;19;12;14.294269;0.017106
2742;-1.63426665;101.14406370;738540.179;9819236.607;1302.557;-1302.557;2023;1;20;19;12;27.899556;0.006692
2743;-1.63601691;101.14286240;738406.250;9819043.155;975.852;-975.852;2023;1;20;19;12;41.432900;0.025784
2744;-1.63568251;101.14105720;738205.357;9819080.357;1593.750;-1593.750;2023;1;20;19;12;45.190099;0.014578
2745;-1.63750013;101.13978900;738063.988;9818879.464;1572.443;-1572.443;2023;1;20;19;12;58.782197;0.006605
2746;-1.64078799;101.14747980;738919.643;9818514.881;1451.705;-1451.705;2023;1;20;19;13;8.813699;0.028930
2747;-1.64288794;101.13391230;737409.226;9818284.226;848.011;-848.011;2023;1;20;19;13;21.524724;0.023723
2748;-1.63811622;101.12982960;736955.357;9818812.500;769.886;-769.886;2023;1;20;19;13;50.478072;0.018647
